date,customerId,customerId,paymentPeriod,loanAmount,currencyType,evaluationChannel,interest_rate
2022-09-11,140532842,CUS14053284236,36,20300,USD,WEB PAGE,0.24
2022-09-11,154981828,CUS15498182848,48,27000,USD,AGENCY,0.235
2022-09-11,523824857,CUS52382485724,24,140000,USD,AGENCY,0.235
2022-09-11,197290655,CUS19729065536,36,20000,USD,AGENCY,0.24
2022-09-11,380224737,CUS38022473760,60,80000,USD,WEB PAGE,0.28
2022-09-11,677141760,CUS67714176060,60,13134,USD,WEB PAGE,0.169
2022-09-11,379629162,CUS37962916236,36,24500,USD,AGENCY,0.24
2022-09-11,599870624,CUS59987062448,48,16000,USD,WEB PAGE,0.169
2022-09-11,733258488,CUS73325848836,36,60002,USD,WEB PAGE,0.155
2022-09-11,357577675,CUS35757767536,36,5000,USD,WEB PAGE,0.265
2022-09-11,608002690,CUS60800269036,36,40000,USD,WEB PAGE,0.395
2022-09-11,859979853,CUS85997985360,60,39000,USD,WEB PAGE,0.189
2022-09-11,819546148,CUS81954614824,24,38000,USD,AGENCY,0.189
2022-09-11,450770129,CUS45077012936,36,38000,USD,AGENCY,0.189
2022-09-11,589953910,CUS58995391048,48,25900,USD,CONTACT CENTER,0.1
2022-09-11,483765769,CUS48376576960,60,49693.24,USD,WEB PAGE,0.175
2022-09-11,781273151,CUS78127315136,36,20850,USD,WEB PAGE,0.139
2022-09-11,838058173,CUS83805817348,48,68800,USD,WEB PAGE,0.125
2022-09-11,458116534,CUS45811653436,36,25000,USD,WEB PAGE,0.165
2022-09-11,778319708,CUS77831970836,36,32000,USD,WEB PAGE,0.245
2022-09-11,649390950,CUS64939095048,48,8400,USD,CONTACT CENTER,0.395
2022-09-11,401214667,CUS40121466748,48,21000,USD,WEB PAGE,0.225
2022-09-11,584120056,CUS58412005660,60,32000,USD,WEB PAGE,0.155
2022-09-11,228532313,CUS22853231312,12,3000,USD,WEB PAGE,0.395
2022-09-11,524007484,CUS52400748448,48,25000,USD,WEB PAGE,0.39
2022-09-11,222015811,CUS22201581148,48,31000,USD,AGENCY,0.25
2022-09-11,863201594,CUS86320159436,36,50000,USD,WEB PAGE,0.195
2022-09-11,949111041,CUS94911104124,24,14000,USD,WEB PAGE,0.149
2022-09-11,528387302,CUS52838730224,24,10000,USD,WEB PAGE,0.205
2022-09-11,376657958,CUS37665795836,36,65000,USD,AGENCY,0.235
2022-09-11,813486756,CUS81348675660,60,61500,USD,WEB PAGE,0.22
2022-09-11,537316359,CUS53731635960,60,18456,USD,WEB PAGE,0.23
2022-09-11,653117624,CUS65311762436,36,40000,USD,WEB PAGE,0.125
2022-09-11,532285347,CUS53228534748,48,73000,USD,WEB PAGE,0.39
2022-09-11,876042247,CUS87604224736,36,13300,USD,WEB PAGE,0.125
2022-09-11,923171082,CUS92317108260,60,62100,USD,WEB PAGE,0.39
2022-09-11,803604392,CUS80360439224,24,20951,USD,WEB PAGE,0.33
2022-09-11,723316131,CUS72331613124,24,18600,USD,WEB PAGE,0.35
2022-09-11,286668536,CUS28666853624,24,30000,USD,WEB PAGE,0.32
2022-09-11,182132112,CUS18213211224,24,35000,USD,WEB PAGE,0.235
2022-09-11,302805820,CUS30280582036,36,30000,USD,AGENCY,0.25
2022-09-11,982060605,CUS98206060548,48,25000,USD,WEB PAGE,0.175
2022-09-11,557877383,CUS55787738360,60,68000,USD,WEB PAGE,0.139
2022-09-11,836667176,CUS83666717624,24,18000,USD,WEB PAGE,0.175
2022-09-11,579221840,CUS57922184060,60,44000,USD,WEB PAGE,0.245
2022-09-11,730920712,CUS73092071236,36,23200,USD,AGENCY,0.179
2022-09-11,735020667,CUS73502066736,36,6000,USD,WEB PAGE,0.175
2022-09-11,746324751,CUS74632475148,48,65000,USD,WEB PAGE,0.145
2022-09-11,601702000,CUS60170200012,12,4000,USD,AGENCY,0.195
2022-09-11,785539975,CUS78553997536,36,7000,USD,WEB PAGE,0.295
2022-09-11,249216702,CUS24921670236,36,30000,USD,WEB PAGE,0.175
2022-09-11,473922999,CUS47392299948,48,64000,USD,AGENCY,0.155
2022-09-11,826652787,CUS82665278736,36,55000,USD,WEB PAGE,0.145
2022-09-11,161350847,CUS16135084724,24,30000,USD,WEB PAGE,0.385
2022-09-11,142506586,CUS14250658636,36,25000,USD,WEB PAGE,0.215
2022-09-11,489295925,CUS48929592548,48,29073,USD,CONTACT CENTER,0.23
2022-09-11,899708052,CUS89970805248,48,5000,USD,AGENCY,0.215
2022-09-11,935196463,CUS93519646312,12,5000,USD,AGENCY,0.295
2022-09-11,838505952,CUS83850595236,36,31000,USD,WEB PAGE,0.155
2022-09-11,590042007,CUS59004200724,24,10000,USD,WEB PAGE,0.325
2022-09-11,695712017,CUS69571201748,48,50500,USD,AGENCY,0.23
2022-09-11,196598129,CUS19659812948,48,50000,USD,WEB PAGE,0.155
2022-09-11,121920464,CUS12192046436,36,14800,USD,AGENCY,0.169
2022-09-11,731290122,CUS73129012236,36,4074,USD,WEB PAGE,0.22
2022-09-11,803391167,CUS80339116760,60,45000,USD,AGENCY,0.245
2022-09-11,600348986,CUS60034898660,60,45000,USD,WEB PAGE,0.185
2022-09-11,245944801,CUS24594480148,48,25000,USD,WEB PAGE,0.145
2022-09-11,961561926,CUS96156192648,48,16700,USD,WEB PAGE,0.245
2022-09-11,514545927,CUS51454592736,36,52103.86,USD,AGENCY,0.335
2022-09-11,963642083,CUS96364208312,12,5000,USD,WEB PAGE,0.37
2022-09-11,408456849,CUS40845684948,48,10004,USD,AGENCY,0.169
2022-09-11,800079105,CUS80007910560,60,15000,USD,WEB PAGE,0.169
2022-09-11,180172717,CUS18017271748,48,16300,USD,WEB PAGE,0.26
2022-09-11,402480586,CUS40248058648,48,70200,USD,AGENCY,0.17
2022-09-11,759134300,CUS75913430060,60,70000,USD,AGENCY,0.105
2022-09-11,244218988,CUS24421898824,24,10000,USD,WEB PAGE,0.159
2022-09-11,453825191,CUS45382519160,60,55000,USD,WEB PAGE,0.145
2022-09-11,842941623,CUS84294162360,60,63700,USD,WEB PAGE,0.105
2022-09-11,512869728,CUS51286972812,12,3500,USD,WEB PAGE,0.235
2022-09-11,179136918,CUS17913691836,36,14500,USD,WEB PAGE,0.33
2022-09-11,757263606,CUS75726360636,36,35231,USD,WEB PAGE,0.33
2022-09-11,116832803,CUS11683280336,36,12000,USD,AGENCY,0.235
2022-09-11,293197634,CUS29319763424,24,42000,USD,AGENCY,0.395
2022-09-11,609259132,CUS60925913248,48,40000,USD,AGENCY,0.149
2022-09-11,638270311,CUS63827031112,12,3050,USD,WEB PAGE,0.185
2022-09-11,529411240,CUS52941124036,36,102000,USD,AGENCY,0.15
2022-09-11,788839873,CUS78883987336,36,41000,USD,WEB PAGE,0.245
2022-09-11,724079575,CUS72407957536,36,90000,USD,WEB PAGE,0.39
2022-09-11,654538261,CUS65453826124,24,21000,USD,WEB PAGE,0.385
2022-09-11,582840717,CUS58284071748,48,2200,USD,WEB PAGE,0.105
2022-09-11,950160105,CUS95016010560,60,30000,USD,WEB PAGE,0.2
2022-09-11,927982005,CUS92798200524,24,6000,USD,WEB PAGE,0.175
2022-09-11,347788660,CUS34778866060,60,56600,USD,WEB PAGE,0.195
2022-09-11,649829387,CUS64982938760,60,45000,USD,WEB PAGE,0.105
2022-09-11,922616000,CUS92261600048,48,57300,USD,WEB PAGE,0.165
2022-09-11,738648984,CUS73864898412,12,1000,USD,WEB PAGE,0.395
2022-09-11,166910431,CUS16691043112,12,5000,USD,WEB PAGE,0.37
2022-09-11,759411615,CUS75941161512,12,8000,USD,WEB PAGE,0.225
2022-09-11,632279958,CUS63227995836,36,33280,USD,WEB PAGE,0.169
2022-09-11,592253543,CUS59225354360,60,48300,USD,WEB PAGE,0.169
2022-09-11,871643597,CUS87164359760,60,27300,USD,WEB PAGE,0.159
2022-09-11,849937702,CUS84993770224,24,9500,USD,WEB PAGE,0.225
2022-09-11,623482495,CUS62348249548,48,35000,USD,WEB PAGE,0.215
2022-09-11,416970818,CUS41697081824,24,24999,USD,AGENCY,0.375
2022-09-11,618711895,CUS61871189548,48,23500,USD,AGENCY,0.24
2022-09-11,517832309,CUS51783230960,60,23500,USD,WEB PAGE,0.24
2022-09-11,685398911,CUS68539891148,48,40000,USD,WEB PAGE,0.195
2022-09-11,504269854,CUS50426985460,60,50000,USD,WEB PAGE,0.15
2022-09-11,554844204,CUS55484420448,48,6727,USD,WEB PAGE,0.235
2022-09-11,960207248,CUS96020724824,24,4150.9,USD,WEB PAGE,0.165
2022-09-11,432619676,CUS43261967624,24,20000,USD,WEB PAGE,0.395
2022-09-11,845222020,CUS84522202048,48,69000,USD,AGENCY,0.185
2022-09-11,994177357,CUS99417735712,12,8000,USD,WEB PAGE,0.159
2022-09-11,837140943,CUS83714094348,48,5115.23,USD,CONTACT CENTER,0.179
2022-09-11,808166149,CUS80816614936,36,30000,USD,AGENCY,0.159
2022-09-11,337743495,CUS33774349536,36,65000,USD,WEB PAGE,0.145
2022-09-11,664131994,CUS66413199460,60,10848.01,USD,WEB PAGE,0.225
2022-09-11,311366337,CUS31136633760,60,41000,USD,WEB PAGE,0.105
2022-09-11,687212059,CUS68721205948,48,5000,USD,WEB PAGE,0.28
2022-09-11,448390279,CUS44839027936,36,31000,USD,WEB PAGE,0.27
2022-09-11,848374018,CUS84837401848,48,35000,USD,AGENCY,0.105
2022-09-11,297116366,CUS29711636648,48,49000,USD,WEB PAGE,0.195
2022-09-11,782924257,CUS78292425748,48,80000,USD,AGENCY,0.155
2022-09-11,433910756,CUS43391075648,48,29800,USD,AGENCY,0.23
2022-09-11,807261511,CUS80726151148,48,80000,USD,AGENCY,0.165
2022-09-11,294476696,CUS29447669660,60,59300,USD,AGENCY,0.24
2022-09-11,896120016,CUS89612001660,60,6000,USD,WEB PAGE,0.155
2022-09-11,403614782,CUS40361478260,60,40000,USD,WEB PAGE,0.145
2022-09-11,857320387,CUS85732038736,36,91160,USD,WEB PAGE,0.33
2022-09-11,374760253,CUS37476025324,24,100400,USD,AGENCY,0.36
2022-09-11,562133769,CUS56213376936,36,9000,USD,WEB PAGE,0.325
2022-09-11,781158423,CUS78115842324,24,12230,USD,AGENCY,0.149
2022-09-11,899657426,CUS89965742648,48,20000,USD,AGENCY,0.23
2022-09-11,544202951,CUS54420295112,12,3500,USD,WEB PAGE,0.165
2022-09-11,822207631,CUS82220763148,48,39472.06,USD,AGENCY,0.205
2022-09-11,143267818,CUS14326781860,60,35900,USD,WEB PAGE,0.105
2022-09-11,401939488,CUS40193948848,48,34400,USD,WEB PAGE,0.165
2022-09-11,976771565,CUS97677156536,36,60000,USD,WEB PAGE,0.275
2022-09-11,965784882,CUS96578488248,48,31671,USD,WEB PAGE,0.179
2022-09-11,663435060,CUS66343506036,36,11400,USD,AGENCY,0.25
2022-09-11,436419739,CUS43641973960,60,54700,USD,WEB PAGE,0.215
2022-09-11,180324765,CUS18032476524,24,5000,USD,AGENCY,0.395
2022-09-11,561419480,CUS56141948048,48,29000,USD,WEB PAGE,0.205
2022-09-11,759191696,CUS75919169636,36,14000,USD,WEB PAGE,0.195
2022-09-11,875844324,CUS87584432448,48,36000,USD,WEB PAGE,0.23
2022-09-11,675868808,CUS67586880860,60,66800,USD,AGENCY,0.185
2022-09-11,876391878,CUS87639187860,60,6940.03,USD,WEB PAGE,0.18
2022-09-11,247037646,CUS24703764612,12,1000,USD,WEB PAGE,0.335
2022-09-11,391968436,CUS39196843660,60,57800,USD,WEB PAGE,0.105
2022-09-11,529348702,CUS52934870236,36,2500,USD,WEB PAGE,0.235
2022-09-11,480658373,CUS48065837360,60,42890,USD,WEB PAGE,0.159
2022-09-11,267747840,CUS26774784060,60,30000,USD,WEB PAGE,0.215
2022-09-11,760993318,CUS76099331836,36,48000,USD,AGENCY,0.245
2022-09-11,437466039,CUS43746603936,36,48000,USD,WEB PAGE,0.245
2022-09-11,199933335,CUS19993333560,60,45000,USD,WEB PAGE,0.115
2022-09-11,337474491,CUS33747449160,60,33800,USD,WEB PAGE,0.165
2022-09-11,288338659,CUS28833865960,60,33000,USD,WEB PAGE,0.129
2022-09-11,727996064,CUS72799606460,60,40200,USD,WEB PAGE,0.165
2022-09-11,251248990,CUS25124899024,24,100000,USD,AGENCY,0.39
2022-09-11,634604081,CUS63460408148,48,62480.71,USD,WEB PAGE,0.155
2022-09-11,951579311,CUS95157931148,48,6000,USD,WEB PAGE,0.169
2022-09-11,157739197,CUS15773919760,60,3300,USD,WEB PAGE,0.159
2022-09-11,203222903,CUS20322290348,48,51350,USD,AGENCY,0.165
2022-09-11,462316992,CUS46231699224,24,10000,USD,AGENCY,0.24
2022-09-11,199456080,CUS19945608036,36,53200,USD,WEB PAGE,0.25
2022-09-11,619050504,CUS61905050448,48,140000,USD,AGENCY,0.145
2022-09-11,128004371,CUS12800437160,60,43497,USD,WEB PAGE,0.139
2022-09-11,840802995,CUS84080299524,24,25000,USD,WEB PAGE,0.155
2022-09-11,280213834,CUS28021383436,36,18000,USD,WEB PAGE,0.18
2022-09-11,981859304,CUS98185930460,60,29000,USD,WEB PAGE,0.2
2022-09-11,984559539,CUS98455953948,48,80000,USD,WEB PAGE,0.29
2022-09-11,231617779,CUS23161777960,60,30000,USD,WEB PAGE,0.185
2022-09-11,434818413,CUS43481841360,60,44000,USD,AGENCY,0.19
2022-09-11,963686688,CUS96368668824,24,70000,USD,AGENCY,0.175
2022-09-11,362127664,CUS36212766460,60,70000,USD,AGENCY,0.175
2022-09-11,694117245,CUS69411724536,36,55700,USD,WEB PAGE,0.22
2022-09-11,631425727,CUS63142572760,60,48000,USD,WEB PAGE,0.165
2022-09-11,908021871,CUS90802187136,36,16000,USD,AGENCY,0.24
2022-09-11,378021987,CUS37802198760,60,80000,USD,WEB PAGE,0.165
2022-09-11,674034752,CUS67403475248,48,13700,USD,WEB PAGE,0.23
2022-09-11,910667336,CUS91066733624,24,10000,USD,AGENCY,0.385
2022-09-11,921414240,CUS92141424060,60,140000,USD,WEB PAGE,0.105
2022-09-11,410628878,CUS41062887836,36,14415,USD,WEB PAGE,0.225
2022-09-11,617111854,CUS61711185460,60,48800,USD,WEB PAGE,0.145
2022-09-11,429746939,CUS42974693960,60,33200,USD,WEB PAGE,0.155
2022-09-11,161722780,CUS16172278060,60,94000,USD,AGENCY,0.215
2022-09-11,269272527,CUS26927252724,24,20000,USD,WEB PAGE,0.23
2022-09-11,389319727,CUS38931972748,48,36900,USD,AGENCY,0.149
2022-09-11,983247071,CUS98324707160,60,36900,USD,WEB PAGE,0.149
2022-09-11,744165104,CUS74416510460,60,43400,USD,WEB PAGE,0.105
2022-09-11,691826839,CUS69182683960,60,30300,USD,WEB PAGE,0.145
2022-09-11,709486707,CUS70948670760,60,30200,USD,AGENCY,0.105
2022-09-11,704250825,CUS70425082548,48,53000,USD,WEB PAGE,0.175
2022-09-11,980951071,CUS98095107160,60,10000,USD,WEB PAGE,0.105
2022-09-11,748014022,CUS74801402212,12,4000,USD,WEB PAGE,0.375
2022-09-11,220612993,CUS22061299336,36,11000,USD,WEB PAGE,0.245
2022-09-11,693910096,CUS69391009624,24,3500,USD,WEB PAGE,0.2
2022-09-11,944492415,CUS94449241560,60,16300,USD,WEB PAGE,0.145
2022-09-11,962149997,CUS96214999760,60,23500,USD,WEB PAGE,0.15
2022-09-11,753716130,CUS75371613024,24,15000,USD,WEB PAGE,0.24
2022-09-11,357729224,CUS35772922460,60,91600,USD,AGENCY,0.139
2022-09-11,337083989,CUS33708398936,36,63000,USD,WEB PAGE,0.135
2022-09-11,111407141,CUS11140714160,60,48000,USD,WEB PAGE,0.175
2022-09-11,334094032,CUS33409403212,12,6000,USD,WEB PAGE,0.19
2022-09-11,606643489,CUS60664348936,36,45000,USD,WEB PAGE,0.36
2022-09-11,404424686,CUS40442468624,24,7255,USD,AGENCY,0.39
2022-09-11,748721363,CUS74872136360,60,7255,USD,WEB PAGE,0.145
2022-09-11,131234645,CUS13123464560,60,45000,USD,WEB PAGE,0.105
2022-09-11,399489168,CUS39948916848,48,80000,USD,AGENCY,0.159
2022-09-11,811724880,CUS81172488060,60,40432.09,USD,WEB PAGE,0.159
2022-09-11,582509362,CUS58250936260,60,50750,USD,WEB PAGE,0.159
2022-09-11,370002889,CUS37000288924,24,10000,USD,WEB PAGE,0.345
2022-09-11,939502699,CUS93950269948,48,20000,USD,WEB PAGE,0.33
2022-09-11,370603101,CUS37060310124,24,5000,USD,WEB PAGE,0.38
2022-09-11,698117292,CUS69811729248,48,7000,USD,WEB PAGE,0.225
2022-09-11,748537217,CUS74853721736,36,2500,USD,WEB PAGE,0.265
2022-09-11,950702996,CUS95070299648,48,60000,USD,WEB PAGE,0.139
2022-09-11,323423076,CUS32342307660,60,12700,USD,WEB PAGE,0.165
2022-09-11,476399412,CUS47639941248,48,60000,USD,WEB PAGE,0.35
2022-09-11,536850215,CUS53685021536,36,14300,USD,WEB PAGE,0.245
2022-09-11,391836720,CUS39183672060,60,55000,USD,WEB PAGE,0.17
2022-09-11,921015106,CUS92101510636,36,35000,USD,WEB PAGE,0.335
2022-09-11,530678679,CUS53067867924,24,140000,USD,AGENCY,0.24
2022-09-11,928501749,CUS92850174936,36,34900,USD,AGENCY,0.35
2022-09-11,567615411,CUS56761541136,36,34900,USD,WEB PAGE,0.35
2022-09-11,273269328,CUS27326932860,60,70500,USD,WEB PAGE,0.185
2022-09-11,228958983,CUS22895898324,24,23000,USD,WEB PAGE,0.155
2022-09-11,169265900,CUS16926590060,60,80000,USD,WEB PAGE,0.159
2022-09-11,664091143,CUS66409114336,36,23000,USD,WEB PAGE,0.155
2022-09-11,296084504,CUS29608450448,48,43800,USD,WEB PAGE,0.165
2022-09-11,333759763,CUS33375976348,48,20000,USD,WEB PAGE,0.165
2022-09-11,471703164,CUS47170316436,36,12000,USD,WEB PAGE,0.355
2022-09-11,248674395,CUS24867439548,48,36000,USD,WEB PAGE,0.175
2022-09-11,962276793,CUS96227679360,60,101700,USD,WEB PAGE,0.165
2022-09-11,462946856,CUS46294685660,60,6000,USD,AGENCY,0.24
2022-09-11,389094163,CUS38909416360,60,6000,USD,WEB PAGE,0.205
2022-09-11,371985889,CUS37198588948,48,78600,USD,WEB PAGE,0.155
2022-09-11,194268699,CUS19426869948,48,10000,USD,WEB PAGE,0.23
2022-09-11,993981856,CUS99398185660,60,61000,USD,WEB PAGE,0.145
2022-09-11,395558421,CUS39555842124,24,20000,USD,WEB PAGE,0.375
2022-09-11,627597503,CUS62759750324,24,42000,USD,AGENCY,0.375
2022-09-11,920049688,CUS92004968848,48,70000,USD,WEB PAGE,0.355
2022-09-11,636951641,CUS63695164124,24,8000,USD,WEB PAGE,0.145
2022-09-11,955758606,CUS95575860624,24,2000,USD,WEB PAGE,0.155
2022-09-11,812981144,CUS81298114460,60,40900,USD,AGENCY,0.175
2022-09-11,251666746,CUS25166674660,60,80000,USD,WEB PAGE,0.19
2022-09-11,549561122,CUS54956112260,60,25000,USD,WEB PAGE,0.155
2022-09-11,278806891,CUS27880689160,60,40000,USD,WEB PAGE,0.155
2022-09-11,797070518,CUS79707051848,48,89000,USD,WEB PAGE,0.335
2022-09-11,603587358,CUS60358735836,36,22700,USD,WEB PAGE,0.105
2022-09-11,949124197,CUS94912419748,48,14000,USD,WEB PAGE,0.325
2022-09-11,805840077,CUS80584007736,36,23060,USD,WEB PAGE,0.24
2022-09-11,899930527,CUS89993052724,24,20120,USD,WEB PAGE,0.395
2022-09-11,840967248,CUS84096724836,36,5200,USD,WEB PAGE,0.235
2022-09-11,689565952,CUS68956595248,48,67000,USD,WEB PAGE,0.22
2022-09-11,866941331,CUS86694133160,60,59120,USD,WEB PAGE,0.135
2022-09-11,200171315,CUS20017131536,36,17500,USD,AGENCY,0.195
2022-09-11,250865891,CUS25086589160,60,18940,USD,WEB PAGE,0.145
2022-09-11,490189138,CUS49018913860,60,26000,USD,WEB PAGE,0.149
2022-09-11,508800066,CUS50880006660,60,15000,USD,WEB PAGE,0.215
2022-09-11,447972988,CUS44797298860,60,22300,USD,WEB PAGE,0.165
2022-09-11,434209216,CUS43420921636,36,631.71,USD,AGENCY,0.339
2022-09-11,626125529,CUS62612552960,60,8500,USD,WEB PAGE,0.325
2022-09-11,996736339,CUS99673633948,48,44018.83,USD,AGENCY,0.4
2022-09-11,129273186,CUS12927318636,36,17472,USD,AGENCY,0.37
2022-09-11,524364383,CUS52436438336,36,100000,USD,AGENCY,0.225
2022-09-11,656943678,CUS65694367836,36,37100,USD,WEB PAGE,0.195
2022-09-11,920642695,CUS92064269560,60,8800,USD,WEB PAGE,0.195
2022-09-11,440101294,CUS44010129448,48,35000,USD,AGENCY,0.165
2022-09-11,688930120,CUS68893012060,60,37200,USD,WEB PAGE,0.135
2022-09-11,297667299,CUS29766729960,60,45000,USD,WEB PAGE,0.155
2022-09-11,269727846,CUS26972784624,24,60000,USD,WEB PAGE,0.14
2022-09-11,859447106,CUS85944710660,60,2500,USD,WEB PAGE,0.159
2022-09-11,238849849,CUS23884984960,60,40000,USD,WEB PAGE,0.105
2022-09-11,341649881,CUS34164988160,60,79100,USD,WEB PAGE,0.125
2022-09-11,958016426,CUS95801642648,48,6000,USD,WEB PAGE,0.345
2022-09-11,555795597,CUS55579559760,60,50000,USD,WEB PAGE,0.225
